"","Transcript.stable.ID","baseMean_day_7_vs_0","log2FoldChange_day_7_vs_0","lfcSE_day_7_vs_0","stat_day_7_vs_0","pvalue_day_7_vs_0","padj_day_7_vs_0","baseMean_day_4_vs_0","log2FoldChange_day_4_vs_0","lfcSE_day_4_vs_0","stat_day_4_vs_0","pvalue_day_4_vs_0","padj_day_4_vs_0","baseMean_day_28_vs_0","log2FoldChange_day_28_vs_0","lfcSE_day_28_vs_0","stat_day_28_vs_0","pvalue_day_28_vs_0","padj_day_28_vs_0","baseMean_day_21_vs_0","log2FoldChange_day_21_vs_0","lfcSE_day_21_vs_0","stat_day_21_vs_0","pvalue_day_21_vs_0","padj_day_21_vs_0","baseMean_day_2_vs_0","log2FoldChange_day_2_vs_0","lfcSE_day_2_vs_0","stat_day_2_vs_0","pvalue_day_2_vs_0","padj_day_2_vs_0","baseMean_day_14_vs_0","log2FoldChange_day_14_vs_0","lfcSE_day_14_vs_0","stat_day_14_vs_0","pvalue_day_14_vs_0","padj_day_14_vs_0","baseMean_Intercept","log2FoldChange_Intercept","lfcSE_Intercept","stat_Intercept","pvalue_Intercept","padj_Intercept","Gene.stable.ID","Gene.stable.ID.version","Transcript.stable.ID.version","Chromosome.scaffold.name","Gene.description","GENCODE.basic.annotation","Gene.name"
"13","ENST00000271452",71.4104351611015,20.044371376597,3.18950419234018,6.28447876780818,3.28955486905543e-10,1.96445637670252e-05,71.4104351611015,21.1674529867028,3.18834592377659,6.63900765247892,3.15802003414993e-11,2.01551154619517e-06,71.4104351611015,19.3413216274372,3.51826540243273,5.4974026729375,3.85425911442586e-08,0.00261954720711953,71.4104351611015,18.5783628754009,3.19272810184866,5.8189618040583,5.92142623480988e-09,0.00042700588864461,71.4104351611015,19.9555344131041,3.18848316341861,6.25862938279036,3.88375613103109e-10,2.31930148632914e-05,71.4104351611015,20.3712145851096,3.1893822472867,6.3871975842469,1.68953282934555e-10,1.04364132401504e-05,71.4104351611015,-13.7686469261329,2.40300796618742,-5.72975500700403,1.00575787141278e-08,0.000831832162709371,"ENSG00000143228","ENSG00000143228.13","ENST00000271452.8","1","NUF2 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:14621]","GENCODE basic","NUF2"
"14","ENST00000292199",38.1103312744139,-21.7707031137547,4.08718129431113,-5.32658121724547,1.00078542019438e-07,0.00597649037231682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000160703","ENSG00000160703.17","ENST00000292199.6","11","NLR family member X1 [Source:HGNC Symbol;Acc:HGNC:29890]","GENCODE basic","NLRX1"
"15","ENST00000297164",25.1923713738901,-21.890324340312,4.08594874267501,-5.35746425589781,8.4398057623567e-08,0.00504008320516418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000164620","ENSG00000164620.9","ENST00000297164.8","5","RELT like 2 [Source:HGNC Symbol;Acc:HGNC:26902]","GENCODE basic","RELL2"
"16","ENST00000304076",23.4890535931995,17.926779539969,3.3378200614438,5.37080465991766,7.83860831183898e-08,0.004681060111664,23.4890535931995,18.5488533734505,3.333871133076,5.56375835569157,2.64025491971356e-08,0.00168506349485959,23.4890535931995,19.736216385217,3.67877452586575,5.3648888363367,8.09990887224429e-08,0.00550510306502083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000141968","ENSG00000141968.8","ENST00000304076.6","19","vav guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:12657]","GENCODE basic","VAV1"
"17","ENST00000306014",126.50740796629,21.5311011543302,3.84297209353373,5.60272118305488,2.11012508638538e-08,0.00126012449908762,126.50740796629,20.3972576379239,3.84334572047451,5.30716181197606,1.11345328271969e-07,0.00710628154097362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000123064","ENSG00000123064.13","ENST00000306014.10","12","DEAD-box helicase 54 [Source:HGNC Symbol;Acc:HGNC:20084]","GENCODE basic","DDX54"
"18","ENST00000306026",60.024533969515,20.5240395799662,3.50398855477831,5.85733636372129,4.70349880482525e-09,0.000280883541626554,60.024533969515,-28.880008281475,3.69579648217947,-7.81428534301868,5.52757467781905e-15,3.52780871087767e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000172046","ENSG00000172046.21","ENST00000306026.6","3","ubiquitin specific peptidase 19 [Source:HGNC Symbol;Acc:HGNC:12617]","GENCODE basic","USP19"
"19","ENST00000309877",49.1641476142824,-23.6323447273418,4.29755526516884,-5.4990205521914,3.81906625164639e-08,0.00228066998415819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000126456","ENSG00000126456.16","ENST00000309877.11","19","interferon regulatory factor 3 [Source:HGNC Symbol;Acc:HGNC:6118]","GENCODE basic","IRF3"
"20","ENST00000312123",41.6704576942588,-28.9325650625677,4.99257269559802,-5.79512143870787,6.82717613729514e-09,0.000407705304566991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000165219","ENSG00000165219.23","ENST00000312123.13","9","GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:HGNC:23375]","GENCODE basic","GAPVD1"
"21","ENST00000313040",78.864302565415,21.6275476302148,3.76045827137969,5.75130637529447,8.85564642780247e-09,0.000528841493375508,78.864302565415,20.7135796029779,3.76069394968508,5.5079141988442,3.63110299504945e-08,0.00231744255350046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000131115","ENSG00000131115.16","ENST00000313040.12","19","zinc finger protein 227 [Source:HGNC Symbol;Acc:HGNC:13020]","GENCODE basic","ZNF227"
"22","ENST00000314262",79.6231614318124,19.9688600083495,3.34448433534283,5.97068426882096,2.36260569712863e-09,0.000141090087021128,79.6231614318124,19.7451631677196,3.3442740926119,5.90417011911201,3.54426290372345e-09,0.000226201947041438,79.6231614318124,20.5242389855704,3.69194608441703,5.55919250072452,2.71025642205101e-08,0.00184202577724697,79.6231614318124,20.8392186338408,3.34371337496197,6.23235794966361,4.59466117266982e-10,3.31330206483566e-05,79.6231614318124,20.0278969697374,3.34340487048171,5.99026972370588,2.09493306359171e-09,0.00012510521269157,79.6231614318124,20.4355943096453,3.34421366435427,6.11073225597599,9.91750304347335e-10,6.12614080498392e-05,79.6231614318124,-13.7422658836936,2.50610128210144,-5.48352374337015,4.16936288334673e-08,0.00344835495992958,"ENSG00000087269","ENSG00000087269.16","ENST00000314262.10","4","NOP14 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:16821]","GENCODE basic","NOP14"
"23","ENST00000314574",71.3398145242917,-21.6707583056886,4.13658620756758,-5.23880253384869,1.61621857327392e-07,0.00965173407587718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000176105","ENSG00000176105.14","ENST00000314574.5","18","YES proto-oncogene 1, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12841]","GENCODE basic","YES1"
"24","ENST00000323716",70.8825132675289,19.9075125545486,3.19684934628053,6.22722887386313,4.7475733164609e-10,2.83515583312412e-05,70.8825132675289,21.1210518641206,3.19556787813062,6.60948309333871,3.85664259496469e-11,2.46138643695836e-06,70.8825132675289,18.5725393430086,3.5286049838672,5.2634226352687,1.41398023316681e-07,0.00961011665471822,70.8825132675289,19.894047121852,3.19690829775573,6.22290202562826,4.88042169747918e-10,3.51936969448619e-05,70.8825132675289,19.7226593438737,3.19581014701819,6.17141145329788,6.76830326963512e-10,4.0418953465607e-05,70.8825132675289,20.0459078410769,3.19696522804556,6.27029273425405,3.60369953020807e-10,2.22604123680483e-05,70.8825132675289,-13.7352814044191,2.40779578188517,-5.70450430545447,1.16682145015947e-08,0.000965043016783393,"ENSG00000170632","ENSG00000170632.14","ENST00000323716.8","7","armadillo repeat containing 10 [Source:HGNC Symbol;Acc:HGNC:21706]","GENCODE basic","ARMC10"
"25","ENST00000323816",291.57874100669,-23.9445508372311,4.50043202763124,-5.32050049644547,1.03482166679406e-07,0.00617974802976075,291.57874100669,-25.5199810780316,4.50043202763124,-5.67056249741068,1.42329436168003e-08,0.00090837492751143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000007237","ENSG00000007237.19","ENST00000323816.8","17","growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]","GENCODE basic","GAS7"
"26","ENST00000324194",56.6015240803424,-23.5405402443531,3.24966453250653,-7.2439908824053,4.35670720886918e-13,2.6017384109925e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000114120","ENSG00000114120.14","ENST00000324194.12","3","solute carrier family 25 member 36 [Source:HGNC Symbol;Acc:HGNC:25554]","GENCODE basic","SLC25A36"
"27","ENST00000325971",124.288131311493,21.0462784643357,3.26827790265145,6.43956208474851,1.19818697354921e-10,7.15533296864117e-06,124.288131311493,21.8517880993495,3.2678184726895,6.68696510591817,2.27846178124421e-11,1.45415987802568e-06,124.288131311493,20.838072938226,3.60641586348593,5.77805603319526,7.55686437943535e-09,0.000513602287548323,124.288131311493,20.7035548736034,3.26851636490942,6.33423625956886,2.3851978822454e-10,1.72001389684481e-05,124.288131311493,20.2230583609353,3.26803928731746,6.18813196016846,6.08813548980896e-10,3.63571275180411e-05,124.288131311493,19.4011866692565,3.2704191793968,5.93232414715561,2.98676216651065e-09,0.00018449528578753,124.288131311493,-13.673059870163,2.45597096933347,-5.56727259437995,2.58757436131087e-08,0.00214010512700938,"ENSG00000101639","ENSG00000101639.19","ENST00000325971.12","18","centrosomal protein 192 [Source:HGNC Symbol;Acc:HGNC:25515]","GENCODE basic","CEP192"
"28","ENST00000326009",76.1754417495857,-23.2755907548271,3.34802602262089,-6.95203400378786,3.60056583564054e-12,2.15018590572782e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000100897","ENSG00000100897.18","ENST00000326009.9","14","DDB1 and CUL4 associated factor 11 [Source:HGNC Symbol;Acc:HGNC:20258]","","DCAF11"
"29","ENST00000327268",143.755038484559,-23.5131818406185,2.99739671871364,-7.84453445679,4.34562570839422e-15,2.59512076053886e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000108932","ENSG00000108932.13","ENST00000327268.8","17","solute carrier family 16 member 6 [Source:HGNC Symbol;Acc:HGNC:10927]","GENCODE basic","SLC16A6"
"30","ENST00000329463",93.2679135943884,19.3849297445694,2.87501232050772,6.74255536447443,1.55624910137667e-11,9.29360838360119e-07,93.2679135943884,20.3621566555049,2.87314385060937,7.08706480226748,1.36986249188844e-12,8.7427363957304e-08,93.2679135943884,20.755284915427,3.15783630019079,6.5726285159788,4.94346863749405e-11,3.35982845947283e-06,93.2679135943884,20.0750139742318,2.87390222758821,6.98528077313155,2.84286857433836e-12,2.05004938632688e-07,93.2679135943884,21.0053325002027,2.87237715281663,7.31287410485253,2.61487989930814e-13,1.56155397826883e-08,93.2679135943884,20.9619924562543,2.87317039796127,7.29577071764641,2.96954233720602e-13,1.83431599711553e-08,93.2679135943884,-13.7328033753153,2.1949533430864,-6.25653543778985,3.9362369413143e-10,3.25554348705282e-05,"ENSG00000174953","ENSG00000174953.14","ENST00000329463.9","3","DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410]","GENCODE basic","DHX36"
"31","ENST00000329858",167.22590896224,-23.6217351771766,3.13947448462226,-7.52410484394135,5.30827374645484e-14,3.1699949159079e-09,167.22590896224,-24.9675253855655,3.13947448462226,-7.95277219415581,1.8238353386828e-15,1.16400818985414e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000184574","ENSG00000184574.10","ENST00000329858.9","12","lysophosphatidic acid receptor 5 [Source:HGNC Symbol;Acc:HGNC:13307]","GENCODE basic","LPAR5"
"32","ENST00000332680",293.775344112007,21.8065354052007,2.78016398293046,7.84361481520069,4.37758498435401e-15,2.61420620095653e-10,293.775344112007,20.3744044172866,2.78073106000195,7.32699566324561,2.35369437951356e-13,1.50217482689314e-08,293.775344112007,22.3769462169713,3.05180867520304,7.33235553027667,2.26142199012849e-13,1.53697545559083e-08,293.775344112007,22.595248611167,2.77993949362645,8.12796417438976,4.3656019105965e-16,3.14812284976935e-11,293.775344112007,20.7937026056617,2.7800560672237,7.47959828969468,7.45501370990969e-14,4.45198508728387e-09,293.775344112007,22.9760604756566,2.77989990334974,8.26506754720582,1.39615666745807e-16,8.62419935055527e-12,293.775344112007,-13.6436273238277,2.13466912662395,-6.39144828285661,1.64321860515664e-10,1.3590568117669e-05,"ENSG00000182718","ENSG00000182718.18","ENST00000332680.8","15","annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]","GENCODE basic","ANXA2"
"33","ENST00000338163",8.62503616963698,-24.016099666813,4.38028159633401,-5.48277528250988,4.18704739859091e-08,0.00250042096549052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000131051","ENSG00000131051.24","ENST00000338163.10","20","RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923]","","RBM39"
"34","ENST00000341893",102.84117664356,20.1894681023908,3.41438083932204,5.9130685920788,3.35792257864755e-09,0.000200528420551675,102.84117664356,20.756159030023,3.41377750525056,6.08011476966468,1.200965544736e-09,7.6648022996141e-05,102.84117664356,-25.8400556341038,4.03688285227115,-6.40099219613622,1.54370464181537e-10,1.04917885980982e-05,102.84117664356,20.3002524848319,3.4143144443966,5.94563061353289,2.75394551077753e-09,0.000198592518673189,102.84117664356,19.1634828878568,3.41414824970513,5.61296156062115,1.98892794462818e-08,0.00118774798997305,102.84117664356,21.5196869328335,3.41372313038387,6.30387588884915,2.90292979545883e-10,1.79316876395287e-05,NA,NA,NA,NA,NA,NA,"ENSG00000182504","ENSG00000182504.12","ENST00000341893.8","3","centrosomal protein 97 [Source:HGNC Symbol;Acc:HGNC:26244]","GENCODE basic","CEP97"
"35","ENST00000348022",87.5255689170091,19.9493491769612,3.27160214007035,6.09773081287085,1.07584713784405e-09,6.42474393777711e-05,87.5255689170091,20.5106768713338,3.27070498551325,6.27102626564628,3.58676101102798e-10,2.28914261245828e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000122257","ENSG00000122257.20","ENST00000348022.6","16","RB binding protein 6, ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:9889]","GENCODE basic","RBBP6"
"36","ENST00000352127",117.989546141851,21.0958915249208,3.32466087613109,6.34527619835625,2.22026748070733e-10,1.32589933412881e-05,117.989546141851,21.1872190917588,3.32443014755038,6.37318823118325,1.85138423606068e-10,1.18159044713865e-05,117.989546141851,21.516814022141,3.66990707946618,5.8630405501359,4.5446717864535e-09,0.000308878617966312,117.989546141851,19.7127313238032,3.32597222485197,5.92690798092293,3.08691838301926e-09,0.000222603858436285,117.989546141851,20.8565163655023,3.32424324538805,6.27406444893524,3.51742798007623e-10,2.10053764114193e-05,117.989546141851,20.1564051193228,3.32563773892557,6.06091423710955,1.35349991745148e-09,8.36070434008953e-05,117.989546141851,-13.7122161696156,2.49352502798363,-5.49912915079256,3.81671515813872e-08,0.00315669060584179,"ENSG00000126215","ENSG00000126215.14","ENST00000352127.11","14","X-ray repair cross complementing 3 [Source:HGNC Symbol;Acc:HGNC:12830]","GENCODE basic","XRCC3"
"37","ENST00000352981",51.7264800940237,19.8065028131901,3.52290288851413,5.62221084145298,1.88528966573777e-08,0.00112585728258528,51.7264800940237,19.2550623800205,3.52307892472588,5.46540761402858,4.61844283573951e-08,0.00294758258662567,51.7264800940237,20.770815625687,3.8935146645021,5.33472130336594,9.569141653268e-08,0.00650366712464359,51.7264800940237,20.074809328913,3.52264561620804,5.69878764884745,1.20662408039296e-08,0.00087012075685297,51.7264800940237,18.850316230039,3.52251696917536,5.35137698270675,8.72874668784956e-08,0.00521263294705,51.7264800940237,-23.6839021820434,3.71300651479127,-6.37863200285143,1.78676799619821e-10,1.1037044589316e-05,NA,NA,NA,NA,NA,NA,"ENSG00000138794","ENSG00000138794.10","ENST00000352981.7","4","caspase 6 [Source:HGNC Symbol;Acc:HGNC:1507]","GENCODE basic","CASP6"
"38","ENST00000353706",117.471725952808,-23.6352112782914,4.25570567063152,-5.55377018702143,2.7957299004387e-08,0.00166955398194398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000166401","ENSG00000166401.15","ENST00000353706.6","18","serpin family B member 8 [Source:HGNC Symbol;Acc:HGNC:8952]","GENCODE basic","SERPINB8"
